,launch_angle,launch_speed,estimated_ba_using_speedangle,events
648,10,95.7,0.734,single
644,-26,76.9,0.046,field_out
254,-39,80.0,0.094,field_out
609,-22,78.5,0.046,force_out
55,43,80.9,0.014,field_out
194,50,88.0,0.011,field_out
382,35,87.6,0.026,field_out
630,-3,98.9,0.331,field_out
633,20,86.2,0.574,field_out
286,-6,85.5,0.169,field_out
325,-8,82.9,0.129,force_out
339,-19,77.9,0.057,single
545,-53,59.9,0.243,single
695,-35,80.5,0.06,fielders_choice
364,-10,109.0,0.3,single
387,3,72.3,0.149,single
412,-14,72.8,0.046,single
127,5,97.3,0.529,single
146,6,102.9,0.594,single
671,24,107.0,0.951,home_run
24,11,95.3,0.783,single
33,20,76.8,0.963,single
45,-40,79.0,0.091,field_out
48,31,94.0,0.186,home_run
350,31,101.3,0.651,home_run
363,-26,75.4,0.051,force_out
549,-55,72.5,0.257,single
131,-4,81.2,0.117,field_out
628,37,93.1,0.06,field_out
183,4,88.6,0.409,single
200,36,90.2,0.046,field_out
224,18,104.3,0.517,double
246,20,99.4,0.349,field_out
272,11,107.3,0.891,single
375,55,95.5,0.003,field_out
436,19,96.1,0.371,field_out
598,11,96.3,0.8,single
534,-32,86.8,0.074,field_out
668,39,73.7,0.246,field_out
384,26,101.3,0.686,home_run
535,25,95.2,0.234,field_out
32,22,105.0,0.82,double
50,24,85.5,0.16,field_out
53,5,92.5,0.517,single
582,29,88.0,0.063,field_out
646,79,92.2,0.009,field_out
674,-11,101.3,0.209,field_out
95,30,93.0,0.134,field_out
129,1,88.5,0.309,field_out
168,2,99.5,0.486,double
218,18,99.4,0.403,field_out
265,68,85.7,0.006,field_out
296,34,103.9,0.697,field_out
485,6,99.3,0.534,single
636,0,88.2,0.283,field_out
475,29,87.0,0.057,field_out
619,43,100.7,0.111,field_out
660,17,77.7,0.903,single
302,0,86.3,0.274,field_out
400,16,100.9,0.554,single
427,-38,68.6,0.103,field_out
338,-5,65.2,0.111,field_out
437,44,56.7,0.209,field_out
665,-67,69.1,0.249,field_out
564,24,86.4,0.166,field_out
308,18,95.1,0.449,double
511,-66,46.9,0.157,field_out
571,23,104.4,0.851,double
625,30,101.2,0.654,home_run
580,14,108.6,0.714,field_out
680,44,88.7,0.006,field_out
719,8,87.9,0.52,field_out
541,25,93.8,0.183,field_out
455,-17,74.6,0.046,field_out
460,1,80.9,0.206,field_out
517,-15,95.6,0.194,field_out
568,20,33.6,0.263,sac_bunt
631,14,90.2,0.954,single
737,-65,63.1,0.231,field_out
499,49,75.6,0.094,field_out
566,6,98.2,0.586,single
698,-1,82.0,0.217,field_out
313,24,93.4,0.149,field_out
643,23,109.8,0.989,home_run
0,-28,87.4,0.071,field_out
3,18,97.3,0.409,field_out
8,16,94.9,0.666,double
13,19,90.0,0.497,field_out
463,-7,92.7,0.197,single
526,-13,101.3,0.189,grounded_into_double_play
561,23,67.5,0.891,single
23,21,99.6,0.443,field_out
39,-4,82.5,0.12,field_out
432,-28,82.8,0.054,field_out
676,1,104.9,0.457,single
181,25,73.1,0.926,single
202,11,107.3,0.891,single
247,11,85.6,0.603,single
74,35,93.7,0.094,field_out
96,-25,93.8,0.094,force_out
114,-8,69.9,0.086,field_error
260,-22,84.3,0.066,grounded_into_double_play
293,52,93.9,0.003,field_out
299,6,100.9,0.574,single
318,21,50.8,0.18,force_out
356,61,88.4,0.026,field_out
656,18,104.8,0.589,single
699,33,104.9,0.834,home_run
555,24,106.2,0.949,home_run
591,15,101.8,0.686,single
370,50,94.5,0.009,field_out
466,-17,92.4,0.111,force_out
491,44,88.6,0.006,field_out
524,17,84.4,0.966,single
320,19,74.9,0.957,field_out
418,36,88.0,0.026,field_out
486,-30,78.0,0.066,field_out
346,37,88.3,0.02,field_out
526,76,85.1,0.006,field_out
539,16,83.9,0.951,single
302,31,86.8,0.046,field_out
325,-17,98.5,0.183,single
378,13,100.8,0.857,single
463,-5,74.8,0.12,single
543,39,105.3,0.477,home_run
452,5,97.7,0.534,field_out
399,-30,65.8,0.054,field_out
471,40,79.0,0.029,field_out
545,-27,82.9,0.057,field_out
284,28,76.2,0.42,single
298,0,97.6,0.454,force_out
306,19,82.9,0.869,single
400,57,69.5,0.037,field_out
308,45,95.5,0.006,field_out
368,-15,69.7,0.057,field_out
402,15,96.6,0.743,double
427,23,102.5,0.637,double
28,9,88.5,0.554,double
42,58,81.1,0.02,field_out
65,37,91.0,0.046,field_out
36,-67,42.6,0.134,field_out
46,-6,92.4,0.229,field_out
78,48,85.1,0.023,field_out
100,68,70.2,0.0,field_out
110,17,101.8,0.503,field_out
122,26,98.2,0.429,double
114,-3,87.7,0.226,field_out
131,58,76.6,0.029,field_out
137,-18,79.3,0.051,field_out
125,-20,94.1,0.097,field_out
141,32,100.0,0.497,field_out
166,-55,55.8,0.249,field_out
189,25,86.0,0.126,sac_fly
197,37,102.8,0.446,field_out
200,18,88.8,0.706,single
199,13,104.4,0.886,single
207,19,83.0,0.869,single
256,13,104.2,0.886,double
266,8,109.9,0.743,field_out
281,26,97.5,0.363,double
293,63,91.5,0.006,field_out
299,25,92.5,0.137,field_out
319,48,83.0,0.023,field_out
340,3,85.6,0.32,grounded_into_double_play
353,29,82.0,0.086,field_out
372,27,69.9,0.929,single
243,71,93.6,0.009,field_out
356,75,67.1,0.006,field_out
253,28,87.2,0.069,field_out
341,31,64.8,0.829,single
278,64,59.1,0.0,field_out
336,-4,101.7,0.354,single
373,-2,96.8,0.38,field_out
362,4,103.8,0.554,single
313,34,98.6,0.289,field_out
337,-7,111.9,0.406,single
385,55,103.6,0.011,field_out
30,21,101.8,0.509,double
49,78,70.9,0.003,field_out
0,5,87.0,0.4,field_out
3,62,76.6,0.006,field_out
8,25,105.7,0.937,home_run
71,-56,71.7,0.26,field_out
97,36,92.4,0.077,field_out
25,12,108.5,0.894,field_out
124,16,83.9,0.951,single
81,16,106.5,0.603,field_out
121,-11,82.9,0.111,field_out
178,39,55.4,0.26,field_out
188,-16,90.2,0.134,field_out
128,-30,51.0,0.149,field_out
133,7,82.2,0.363,field_out
148,25,98.0,0.4,double
159,14,107.0,0.729,single
177,2,111.4,0.597,double
240,25,86.3,0.126,field_out
247,13,85.1,0.757,field_out
267,4,94.7,0.509,single
205,-6,97.8,0.283,field_out
255,-58,50.1,0.229,single
263,-1,94.4,0.32,field_out
360,2,66.8,0.14,field_out
455,18,99.5,0.411,field_out
300,61,86.2,0.029,field_out
467,55,97.9,0.009,field_out
469,55,91.9,0.006,field_out
560,-38,59.3,0.091,field_out
722,1,93.4,0.34,single
1075,36,96.5,0.123,field_out
871,22,73.0,0.98,single
940,-13,65.4,0.054,field_out
1024,-6,102.5,0.323,field_out
710,65,74.2,0.003,field_out
801,23,103.4,0.709,home_run
854,15,106.1,0.646,double
1007,29,82.6,0.074,field_out
706,-6,95.0,0.243,single
788,5,90.8,0.486,single
985,-21,95.6,0.117,single
628,16,101.8,0.58,field_out
809,12,102.7,0.914,single
937,-63,55.6,0.26,grounded_into_double_play
1003,4,101.3,0.586,single
1053,15,101.8,0.686,field_out
819,11,87.8,0.691,field_out
904,51,83.5,0.02,field_out
682,-2,80.7,0.174,grounded_into_double_play
794,1,99.8,0.469,single
44,30,97.8,0.44,field_out
772,-21,69.1,0.054,field_out
851,49,96.0,0.009,sac_fly
1018,11,90.1,0.723,single
117,17,110.3,0.711,single
127,7,109.3,0.726,single
145,9,96.7,0.66,field_out
175,-26,98.1,0.091,single
76,56,97.0,0.009,field_out
134,85,66.1,0.003,field_out
258,1,85.0,0.257,grounded_into_double_play
282,-7,101.1,0.26,single
237,48,81.9,0.029,field_out
239,83,82.2,0.003,field_out
251,16,73.4,0.654,single
268,22,87.2,0.254,double
290,-29,55.8,0.094,field_out
293,-55,66.5,0.269,grounded_into_double_play
394,-24,91.0,0.097,single
351,31,93.2,0.131,field_out
368,38,75.6,0.12,sac_fly
404,-3,103.6,0.397,single
501,14,68.6,0.414,force_out
666,-7,106.3,0.311,force_out
831,0,84.5,0.26,single
877,11,103.6,0.894,single
971,-15,87.6,0.123,field_out
818,71,100.4,0.006,field_out
973,41,97.0,0.08,field_out
1055,-21,72.2,0.066,field_out
779,26,104.9,0.923,home_run
1032,-12,101.7,0.22,field_out
7,12,99.1,0.903,single
21,-53,51.3,0.231,field_out
43,-51,44.7,0.24,field_out
912,-20,99.7,0.146,field_out
0,13,96.4,0.931,field_out
2,29,99.6,0.594,home_run
115,26,98.3,0.429,double
118,53,92.5,0.006,field_out
10,42,86.0,0.003,field_out
42,-46,52.6,0.203,field_out
161,11,111.3,0.894,double
171,-50,40.9,0.234,field_out
56,55,76.4,0.063,field_out
61,17,96.4,0.529,single
104,38,91.9,0.023,field_out
255,23,97.6,0.4,field_out
281,4,77.5,0.209,force_out
294,12,101.9,0.9,single
151,16,90.4,0.883,single
233,41,84.8,0.006,field_out
312,3,74.3,0.149,grounded_into_double_play
386,-53,63.4,0.24,field_error
278,-25,89.0,0.103,field_out
288,41,35.0,0.171,force_out
324,11,93.2,0.754,single
370,-14,76.2,0.054,field_out
401,-28,82.2,0.049,field_out
443,9,75.9,0.28,grounded_into_double_play
575,9,95.3,0.646,single
654,-14,103.8,0.22,field_out
601,43,77.8,0.034,field_out
737,30,103.7,0.88,home_run
845,40,103.4,0.311,field_out
878,-19,100.3,0.166,field_out
816,-3,99.1,0.331,field_out
882,-12,63.1,0.06,field_out
928,-17,102.1,0.171,force_out
1025,0,107.0,0.517,single
408,2,79.1,0.177,force_out
546,1,80.1,0.163,force_out
938,17,77.3,0.889,single
1065,19,100.9,0.42,field_out
178,17,99.0,0.46,single
318,2,73.2,0.111,single
348,11,95.4,0.783,single
390,18,96.0,0.426,double
646,28,92.8,0.123,field_out
716,-22,53.0,0.103,single
471,2,68.3,0.123,field_out
577,26,106.0,0.943,home_run
609,27,81.4,0.169,double
700,80,28.9,0.017,field_out
766,-14,94.1,0.151,single
822,-24,94.4,0.109,grounded_into_double_play
997,15,81.2,0.86,single
1088,-7,105.8,0.311,single
160,39,90.3,0.009,field_out
200,26,101.6,0.794,home_run
218,30,91.2,0.066,field_out
232,40,87.3,0.009,field_out
568,81,89.0,0.006,field_out
757,25,102.1,0.743,double
1076,25,95.1,0.234,field_out
274,-12,91.6,0.14,field_out
292,-16,104.1,0.183,single
329,-4,76.4,0.123,field_out
361,51,89.5,0.017,field_out
671,-11,76.5,0.083,field_out
790,29,104.4,0.869,home_run
941,23,94.6,0.197,field_out
979,15,100.2,0.68,single
430,20,105.0,0.714,home_run
391,-29,84.2,0.063,field_out
475,-9,108.1,0.303,field_out
508,-13,98.8,0.229,field_out
764,57,94.1,0.009,field_out
870,40,93.3,0.014,field_out
962,28,100.2,0.586,home_run
275,32,101.8,0.669,home_run
327,20,108.5,0.886,field_out
876,16,102.1,0.58,field_out
1054,29,97.7,0.423,field_out
375,-19,100.5,0.166,field_out
459,-37,72.0,0.049,field_out
496,12,88.3,0.791,single
547,47,78.7,0.051,field_out
615,31,103.7,0.854,home_run
655,2,105.3,0.486,single
1057,-10,87.7,0.114,single
1100,7,105.4,0.666,single
514,-7,84.7,0.169,grounded_into_double_play
567,21,77.2,0.92,single
633,13,100.8,0.857,single
657,-14,99.2,0.22,single
826,-1,99.4,0.383,double
570,1,97.0,0.431,field_out
687,-67,44.3,0.14,force_out
712,6,108.4,0.694,single
843,-13,96.7,0.229,single
951,40,93.6,0.026,field_out
1030,55,71.4,0.069,field_out
494,-28,103.6,0.12,field_out
520,25,102.6,0.837,home_run
608,-9,96.1,0.206,field_out
656,-23,105.4,0.146,field_out
847,-2,95.9,0.303,grounded_into_double_play
948,7,87.3,0.451,single
32,25,109.3,0.977,home_run
889,-1,99.3,0.383,field_out
932,-18,68.6,0.06,field_out
1002,-38,77.2,0.08,field_out
75,52,92.4,0.009,field_out
96,38,83.4,0.014,field_out
100,58,87.2,0.023,field_out
38,-15,91.0,0.117,field_out
136,-21,84.4,0.063,force_out
149,23,84.1,0.32,single
227,-50,93.5,0.134,field_out
70,-60,49.5,0.209,field_out
89,19,88.5,0.626,single
111,-6,99.1,0.257,grounded_into_double_play
121,38,66.8,0.617,single
279,-12,98.5,0.223,field_out
153,58,91.8,0.009,field_out
156,68,80.0,0.003,field_out
177,-1,57.3,0.091,field_out
376,-37,36.3,0.249,force_out
382,10,78.6,0.406,single
449,35,80.5,0.043,field_out
284,31,99.1,0.451,field_out
572,-50,56.6,0.197,field_out
333,2,80.2,0.194,force_out
434,21,93.7,0.226,field_out
599,-9,69.5,0.066,double_play
297,-43,63.8,0.154,field_out
498,37,66.1,0.654,single
338,74,80.7,0.0,field_out
397,-15,58.9,0.06,field_out
476,63,90.2,0.009,field_out
266,20,103.8,0.657,field_out
333,18,81.7,0.946,single
478,24,70.3,0.983,single
485,42,96.7,0.057,field_out
538,40,84.6,0.011,field_out
301,37,76.2,0.131,single
342,-37,98.9,0.069,field_out
493,-4,68.3,0.109,field_out
0,11,108.0,0.914,single
6,12,111.1,0.874,single
7,2,56.3,0.109,grounded_into_double_play
12,-7,102.9,0.3,single
450,6,100.1,0.537,single
514,-3,76.9,0.12,single
253,28,54.7,0.337,field_out
264,-4,91.6,0.283,field_out
15,30,89.6,0.069,field_out
20,2,77.8,0.177,field_out
21,-52,80.0,0.214,field_out
277,-6,76.2,0.091,field_out
432,34,104.8,0.771,home_run
25,-9,99.7,0.251,field_out
32,-45,77.5,0.117,field_out
60,-30,54.3,0.109,field_error
515,21,88.2,0.343,field_out
35,2,100.5,0.491,single
47,18,105.4,0.589,double
62,24,103.0,0.789,field_out
77,-1,106.9,0.477,single
81,19,100.1,0.369,field_out
84,-9,69.6,0.057,field_out
109,-12,86.4,0.114,field_out
132,9,92.0,0.54,single
147,-39,76.1,0.097,field_out
96,-57,82.6,0.294,field_out
125,24,104.9,0.92,double
137,-5,84.9,0.151,fielders_choice
164,-31,33.5,0.24,sac_bunt
175,4,98.4,0.446,field_out
208,-60,59.6,0.291,field_out
230,11,79.7,0.466,single
250,26,90.1,0.1,field_out
254,-5,109.1,0.449,single
262,47,82.2,0.02,field_out
409,9,101.6,0.76,field_out
441,3,78.0,0.189,field_out
341,28,79.2,0.186,field_out
434,22,84.8,0.377,field_out
223,46,86.7,0.009,field_out
258,84,85.2,0.003,field_out
479,22,97.4,0.317,field_out
517,-3,109.9,0.46,field_out
540,-35,69.0,0.06,field_out
308,77,82.0,0.0,field_out
373,58,97.3,0.017,single
402,7,113.5,0.754,single
471,40,76.4,0.097,field_out
543,-1,89.8,0.286,single
487,60,97.8,0.014,field_out
44,17,80.2,0.943,double
82,42,92.9,0.006,field_out
106,52,107.0,0.071,field_out
374,-10,94.0,0.194,field_out
417,26,98.4,0.429,field_out
510,-40,99.6,0.074,field_out
146,13,107.6,0.82,field_out
392,-23,89.8,0.086,grounded_into_double_play
469,41,104.4,0.303,field_out
511,-9,103.7,0.297,single
166,37,95.3,0.08,field_out
177,7,109.5,0.734,field_out
195,35,90.6,0.071,field_out
198,35,106.6,0.851,home_run
23,13,63.9,0.257,force_out
34,69,85.1,0.003,field_out
40,5,108.9,0.666,single
54,35,92.3,0.091,field_out
227,-1,106.6,0.477,grounded_into_double_play
233,29,81.1,0.109,single
278,-12,100.5,0.191,field_out
73,7,104.3,0.614,field_out
91,-3,104.9,0.4,single
120,73,79.7,0.0,field_out
151,21,78.8,0.877,single
184,-20,91.6,0.091,field_out
388,39,105.0,0.477,home_run
444,-21,93.6,0.117,field_out
191,-10,107.0,0.294,field_out
224,-14,98.9,0.22,field_out
245,-12,98.6,0.223,field_out
524,-11,84.8,0.1,field_out
205,32,103.1,0.734,field_out
256,28,79.6,0.134,field_out
260,5,105.3,0.58,grounded_into_double_play
306,3,102.5,0.529,fielders_choice
340,22,97.1,0.317,single
283,12,70.7,0.343,field_out
362,-37,52.4,0.166,single
390,28,90.2,0.071,field_out
439,14,111.1,0.746,field_out
448,9,103.1,0.749,double
472,-18,97.2,0.177,single
282,21,110.7,0.957,home_run
216,17,100.8,0.483,field_out
285,17,106.6,0.606,field_out
260,19,88.7,0.589,single
210,11,99.7,0.849,field_out
252,6,101.3,0.574,single
126,14,108.1,0.74,field_out
128,40,76.7,0.051,field_out
142,-10,86.7,0.123,single
140,50,94.0,0.009,field_out
163,65,61.3,0.0,field_out
164,18,96.1,0.426,single
179,-14,96.3,0.197,field_out
166,70,66.0,0.003,field_out
237,-6,96.6,0.266,field_out
196,-78,60.2,0.163,field_out
273,21,89.1,0.314,field_out
0,-49,63.6,0.22,single
16,7,98.8,0.583,field_out
272,-45,81.1,0.086,field_out
299,-12,75.5,0.06,field_out
317,-18,69.4,0.06,field_out
24,-37,80.6,0.077,field_out
279,-47,70.5,0.16,force_out
23,20,65.7,0.669,single
43,83,73.8,0.0,field_out
72,31,105.6,0.934,home_run
55,-64,65.5,0.249,field_out
60,5,103.0,0.574,field_out
83,1,73.5,0.149,grounded_into_double_play
107,17,75.1,0.851,single
109,-45,31.4,0.203,sac_bunt
70,-17,78.4,0.06,field_out
81,-20,34.1,0.271,force_out
92,16,101.4,0.554,single
133,36,91.4,0.069,field_out
150,70,92.1,0.011,field_out
161,6,78.9,0.263,field_out
104,56,86.2,0.031,field_out
110,-35,31.3,0.22,sac_bunt
207,6,100.5,0.574,field_out
229,10,80.8,0.454,force_out
290,5,99.1,0.52,single
173,48,96.7,0.011,field_out
177,-29,81.8,0.043,field_error
186,42,96.7,0.057,field_out
211,42,91.3,0.003,field_out
274,23,75.7,0.829,single
173,34,92.7,0.083,field_out
198,39,103.0,0.32,field_out
217,20,109.5,0.9,home_run
235,-16,58.2,0.051,field_out
107,0,98.1,0.454,field_out
175,57,96.8,0.017,field_out
251,24,96.3,0.266,field_out
174,10,102.8,0.811,single
236,21,105.5,0.774,field_out
108,-11,63.0,0.06,field_out
210,20,89.5,0.397,field_out
66,21,97.2,0.326,double
172,62,78.1,0.006,field_out
215,18,114.9,0.871,single
0,-42,97.7,0.057,single
3,28,104.9,0.894,home_run
138,43,86.2,0.003,field_out
161,3,101.5,0.529,field_out
220,6,108.3,0.694,field_out
11,24,83.8,0.206,field_out
119,53,96.4,0.003,field_out
127,-25,105.8,0.16,grounded_into_double_play
149,2,112.2,0.609,single
18,32,90.4,0.04,field_out
23,38,100.3,0.209,field_out
193,-4,90.3,0.234,grounded_into_double_play
33,-54,58.9,0.237,single
35,31,110.3,0.986,home_run
43,29,100.0,0.594,field_out
63,46,84.9,0.014,field_out
65,21,105.1,0.774,double
85,-83,57.7,0.143,single
113,18,104.2,0.517,field_out
104,70,90.1,0.006,field_out
112,23,108.1,0.963,home_run
188,57,71.6,0.049,field_out
209,42,103.1,0.231,field_out
206,29,94.8,0.24,single
224,46,73.7,0.163,field_out
246,-4,113.8,0.474,field_out
2878,-13,95.2,0.174,field_out
3541,-18,93.3,0.1,field_out
2436,65,75.3,0.0,field_out
3678,18,96.8,0.409,field_out
2473,29,91.8,0.109,field_out
2662,-25,76.1,0.043,field_out
2761,-18,99.7,0.177,field_out
3292,61,95.1,0.017,field_out
4042,39,99.4,0.129,field_out
2945,-41,79.2,0.109,field_out
3267,4,65.0,0.163,grounded_into_double_play
3483,15,94.4,0.869,single
108,22,88.3,0.249,field_out
175,-20,98.7,0.149,field_out
2763,44,71.3,0.306,field_out
2930,26,89.4,0.106,field_out
3656,-18,93.8,0.089,field_out
204,33,101.9,0.637,field_out
326,-32,62.0,0.054,field_out
3130,-11,103.2,0.274,grounded_into_double_play
3380,-13,102.9,0.229,single
379,37,104.7,0.589,field_out
482,-3,111.4,0.471,field_out
601,-30,36.2,0.251,sac_bunt
736,16,90.4,0.883,single
2553,39,78.4,0.04,field_out
3092,67,92.0,0.006,field_out
856,58,98.3,0.014,field_out
896,22,68.8,0.906,single
922,14,110.5,0.746,double
1091,0,72.2,0.114,field_out
1186,25,83.5,0.234,single
4236,1,99.4,0.48,field_out
685,-33,59.6,0.063,field_out
1088,13,86.5,0.797,single
2156,-8,89.1,0.154,field_out
1583,-54,63.2,0.257,field_out
1870,36,100.8,0.397,field_out
2040,70,95.5,0.006,field_out
2330,13,103.1,0.871,single
2879,22,90.6,0.226,double
3359,59,101.9,0.014,field_out
3931,21,117.9,0.949,home_run
3079,27,94.3,0.171,field_out
3612,20,102.0,0.526,field_out
2839,38,97.2,0.114,home_run
3774,43,84.2,0.003,field_out
4200,45,96.5,0.011,field_out
1776,-11,101.1,0.209,field_out
2039,-18,71.9,0.049,force_out
2713,17,77.0,0.889,single
3940,8,69.2,0.266,field_out
1108,24,86.0,0.166,field_out
1187,-62,57.2,0.257,field_out
1553,-27,88.7,0.069,single
2129,20,76.0,0.969,single
3050,-3,67.6,0.106,field_out
1851,15,72.9,0.563,field_out
2467,18,99.4,0.403,single
3408,8,108.6,0.774,field_out
1670,-4,98.5,0.297,single
2741,5,98.3,0.534,double
3654,31,100.4,0.523,field_out
1672,-23,92.7,0.097,field_out
1992,-29,82.6,0.063,field_out
2564,13,107.1,0.817,double
2388,35,68.4,0.774,single
2903,3,72.8,0.143,single
3909,-7,84.0,0.151,field_out
2921,-51,81.6,0.177,field_out
1495,5,101.2,0.591,field_out
1505,41,96.0,0.06,field_out
2796,17,96.7,0.486,field_out
89,31,81.9,0.054,triple
119,61,79.0,0.011,field_out
131,46,83.8,0.014,field_out
229,11,99.9,0.849,single
3747,4,97.2,0.511,field_out
3981,-35,74.6,0.049,field_out
314,45,81.2,0.02,field_out
364,-1,104.4,0.394,field_out
594,19,91.2,0.474,field_out
951,61,68.1,0.009,field_out
686,6,80.5,0.326,field_out
1052,-41,61.0,0.129,field_out
1444,-13,66.8,0.077,field_out
2193,9,91.9,0.54,field_out
950,7,90.5,0.497,field_out
983,11,95.8,0.8,single
1170,22,81.1,0.663,double
1243,-45,15.4,0.18,sac_bunt
1289,13,93.4,0.931,single
2857,29,90.3,0.066,field_out
3676,44,92.3,0.003,field_out
3779,1,98.3,0.449,single
1808,40,94.3,0.026,field_out
2484,6,93.8,0.523,single
2590,87,85.4,0.003,field_out
3700,-28,87.4,0.071,field_out
1548,-21,94.9,0.109,force_out
1869,77,85.3,0.006,field_out
2604,15,78.5,0.794,single
3535,39,92.7,0.026,field_out
2756,60,94.1,0.011,field_out
3337,-2,99.2,0.377,field_error
3644,65,62.3,0.0,field_out
1763,26,90.4,0.1,sac_fly
2591,12,105.0,0.894,double
2893,14,84.1,0.851,single
3775,26,97.5,0.363,home_run
2432,22,99.1,0.42,field_out
3374,49,89.0,0.011,field_out
1138,-4,97.9,0.317,double_play
